Nombre,Valoraciones,A favor,En contra,Opiniones,Precio,Características
Citroën SpaceTourer,,,,"['El Citroën SpaceTourer se actualizó en 2024 y recuperó una versión de combustión, que la marca había descatalogado en los últimos compases en que estuvo en venta el anterior modelo. Se ofrece con dos longitudes de carrocería (4,98 o 5,33 metros). Puede diferenciarse por los cambios en el diseño de la parte frontal y, sobre todo, ganó equipamiento.', 'Este monovolumen cuenta con un amplio habitáculo en el que pueden viajar hasta nueve pasajeros puede elegirse con diversas cofiguraciuones interiores. De serie cuenta con ocho plazas distribuidas en una configuración 2+3+3 pero es posible elegir una versión muy lujosa con la segunda fila de asientos mira hacia atrás y capacidad reducida a siete personas.', 'En lo que respecta al apartado mecánico, la versión elegida es el 2.0 BlueHDI diésel de 180 CV, asociado a la caja de cambios automática EAT8 de ocho velocidades y un sistema de tracción delantera. Es un conjunto con el que realizamos una prueba a fondo en la anterior versión.', 'Se ofrece con dos niveles de equipamiento al inicio de su vida comercial. El más sencillo Business está más pensado para flotas, pero puede ser bastante completo para una familia al contar con faro LED, cristales posteriores tintados, cuadro de instrumentos digital de 10 pulgadas y pantalla multimedia táctil del mismo tamaño y bastantes ayudas a la conducción. Por encima se ubica el Lounge, con llantas de aleación, tapicería de cuero, asientos delanteros calefactables, regulables eléctricamente y con función de masaje o el climatizador automático bizona, navegador o las puertas laterales con apertura eléctrica, entre otros.', '[vc_button title=»Ofertas Citroën SpaceTourer» target=»_self» color=»default» size=»size_large» href=»Ofertas Citroën SpaceTourer]', '']",,
Citroën Holidays,,,,"['El Citroën Holidays es una furgoneta camper basada en el Citroën Spacetourer cuyas primeras entregas a clientes se realizan en 2025, con todas las homologaciones pertinentes. Como el modelo del que parte, mide 4,98 m de longitud, por lo que resulta más compacto y manejable que una autocaravana. Tiene un precio de partida menor que el de otras alternativas.', 'Cuenta con todo lo necesario para que cuatro personas realicen escapadas y puedan dormir en el vehículo: cama superior de 1,20 metros de ancho, otra en el piso de debajo de 1,15 metros, cocina con dos placas de gas, fregadero y frigorífico de 15 litros, mesa desmontable, techo retráctil del color de la carrocería y asientos delanteros pivotantes. El portón trasero cuenta con una ventana practicable y tanto el parabrisas como las ventanillas laterales disponen de persianas para asegurar el mejor descanso.', 'Se ofrece con una gama formada por dos motorizaciones (BlueHDi 145 CV con cambio manual de 6 velocidades y BlueHDi 180 CV con caja automática EAT8) y dos acabados (Plus y Pack Max).', 'Las dos puertas laterales correderas permiten tanto cocinar desde fuera del vehículo como comer al aire libre, gracias a los asientos y la mesa desmontables. No falta una barandilla lateral a la que se puede acoplar un toldo enrollable para proporcionar sombra o resguardarse de la lluvia.', 'Ofertas Citroën Holidays', '']",,
Fiat Ulysse,,,,"['El Fiat Ulysse es un monovolumen grande que se actualizó en 2024 junto con el resto de modelos de Stellantis Pro One, en una ofensiva de producto sin precedentes. Una de las mayores novedades fue que sumó una variante con motor de combustión, inédita en el lanzamiento del modelo en 2023.', 'Hubo muy pocos cambios estéticos entre ambos, más allá de parrilla, paragolpes y faros de LED. Dentro estrenó volante y pantalla multimedia de 10 pulgadas, que cambió ligeramente de ubicación. puede elegirse con dos longitudes de carrocería, de\xa04.956 mm la corta (Talla M) y de 5.306 mm la larga (Talla L). Su capacidad del maletero oscila entre los 900 y los 1.500 litros en función de la carrocería (entre 4.200 y 4.900 litros con sólo dos asientos en uso, la última fila puede desmontarse por completo).', 'El Fiat E-Ulysse se mueve con el motor eléctrico de\xa0100 kW (136 CV) de potencia\xa0y 260 Nm de par máximo (ver prueba) y en el apartado de combustión se eligió el 2.0 BlueHDI diésel de 180 CV, asociado a la caja de cambios automática EAT8 de ocho velocidades y un sistema de tracción delantera.', 'Posiblemente sea el equipamiento el apartado con mayores mejoras. Anuncia hasta 18 sistemas de asistencia al conductor de última generación. Con el acabado Lounge más completo tienes asientos delanteros con reposabrazos, tapizados en piel y con accionamiento eléctrico, calefacción y masaje. La segunda fila tiene dos butacas individuales con una consola central que se desliza por raíles y se convierte en mesa. Puedes elegirla con dos baquetas de tres asientos, para que en lugar de seis plazas tener hasta ocho en el acabado de acceso, que lleva llantas de aleación de 17 pulgadas o climatizador de tres zonas.', 'Ofertas Fiat Ulysse', '']",,
Ford Tourneo Custom,,,,"['El Ford Tourneo Custom llegó al mercado en 2023 como versión de pasajeros de la furgoneta Transit Custom. Conservó los 4,97 metros de longitud de su prececesor en su versión más corta (la larga se llama Gran Tourneo) y ganó una imagen más afilada y moderno. El interior puede ser configurado con siete, ocho o incluso nueve asientos.', 'Mejoró los acabados interiores, que eran ya muy buenos y ofrece tecnología a la altura, como un cuadro de instrumentos digital o una pantalla central de hasta 13 pulgadas que integra mandos de la climatizació. La palanca del selector del cambio pasó a la columna de la dirección para liberar espacio.', 'En el apartado mecánico se ofrecen motores diésel EcoBlue de 136, 150 y 170 CV, asociados a un cambio manual de seis velocidades o uno automático de ocho que envían el par a las ruedas delanteras, pero es posible elegirla con tracción total y algunas versiones ofrecen diferencial autoblocante. Hay variantes electrificadas, como una híbrida enchufable de 225 CV, con el sistema de Kuga PHEV y el eléctrico E-Tourneo Custom, con 214 CV y que homologa 370 km de autonomía.', 'La gama diferencia entre una versión de aspecto más deportivo (Sport), una más lujosa (Titanium) y una Active (con imagen más aventurera). La marca además ofrece los servicios conectados de Ford Pro.', 'Ofertas Ford Tourneo Custom', '']",,
Hyundai Staria,,,,"['El Hyundai Staria cambió de sistema de propulsión de cara a 2025. Continúa siendo un monovolumen grande de 5,25 metros de longitud (algo más de lo habitual) con nueve asientos, pero abandonó el propulsor diésel para apostar por un sistema híbrido convencional, no enchufable.', 'La parte motriz la forma un motor de gasolina turboalimentado, un 1.6 de 160 CV con uno eléctrico de 73 CV de potencia que dan como resultado 224 CV de potencia total combinada y un consumo medio homologado de 7,6 l/100 km. Es menos de lo registrado por el diésel según el ciclo WLTP y tiene mejores prestaciones, ya que acelera de 0 a 100 km/h en 10,2 segundos (la velocidad punta es más reducida, se queda en 167 km/h. Otra ventaja es que obtiene la etiqueta ECO con las ventajas que ello supone. Eso sí, pierde la posibilidad de contar con tracción total (ver prueba).', 'No varió su peculiar diseño, con cierta inspiración en el Ioniq 5, líneas limpias y perfiladas y mucha superficie acristalada. Esto último aporta sensación de mayor amplitud. Y no es que en este apartado se quede escueto, ya que la Staria acoge tres filas de asientos, que pueden deslizarse longitudinalmente por raíles. Esto nos deja con una capacidad de maletero, con todas las plazas en uso, entre 117 y 831 litros', 'Está disponible al inicio de su comercialización con el nivel de equipamiento Maxx, con un sistema de infoentretenimiento de 10,25 pulgadas o un cuadro de instrumentos digital adjunto. El conjunto de asistencias de seguridad incluye ayudas que ya están presentes en el resto de la gama del fabricante.', 'Ofertas Hyundai Staria', '']",,
Lexus LM,,,,"['El Lexus LM que llegó a los concesionarios de España casi en 2024 (las reservas comenzaron a mediados de 2023) es un monovolumen de lujo. Se trata de la segunda generación, si bien es la primera vez que se vende en el mercado español. Su nombre significa Luxury Mover (algo así como desplazador de lujo) y destaca por tratar a los ocupantes como la primera clase de las aerolíneas selectas.', 'Es bastante largo, con 5,13 metros de longitud, de los que tres corresponden a su distancia entre ejes. Su diseño es muy polarizante, sobre todo el frontal, pero es un modelo diseñado desde dentro hacia fuera. Puede elegirse con una versión de cuatro plazas, con dos traseras que pueden reclinarse casi como una cama y cuenta con mampara de separación y la gran pantalla panorámica de 48 pulgadas. Es el culmen del lujo dentro de los monovolúmenes. También puede elegirse con siete asientos (el central trasero puede convertirse en un apoyabrazos), con un sistema multimedia a través de una pantalla que cuelga del techo. Hay en las plazas traseras botones desde el que controlar muchos parámetros del interior.', 'El Lexus LM llegó a Europa con un único motor híbrido, compartico con los NX y RX 350h. Entrega 250 CV de potencia y 239 Nm par al combinar un motor 2.5 litros de gasolina con dos eléctricos, que se nutren de la energía almacenada bajo la fila de asientos delantera. Uno de los propulsores eléctricos se monta en el eje trasero, por lo que cuenta con tracción total E-Four. No busca tanto capacidades offroad como estabilidad en curvas, pues puede enviar desde el 100% delante al 80% detrás.', 'Se ofrece con un único nivel de equipamiento, muy completo y que trata de jsutificar su precio. Incluye la última generación de los sistemas de seguridad Lexus Safety System + y todas las ayudas a la conducción actuales, como un control de crucero activo, asistencia de cambio de carril o la alerta de tráfico cruzado frontal. La única opción que altera el precio es el número de asientos y configuración interior.', 'Ofertas Lexus LM', '']",,
Mercedes Clase V,,,,"['El Mercedes Clase V es el monovolumen grande de la firma alemana y uno de los más lujosos del mercado. En 2024 recibió una puesta al día en la que renovó imagen y ganó un interior más tecnológico que nunca. Puede distinguirse del modelo precedente en detalles como los faros adaptativos, con diseño interno distinto, la firma lumínica\xa0 o los remozados paragolpes y parrilla, así como los nuevos juegos de llantas de entre 17 y 19 pulgadas y cinco colores para la carrocería.', 'Se ofrece dos tamaños, de 5,14 ó 5,37 metros de longitud, y configuraciones de asientos que van entre seis y ocho plazas. El maletero puede llegar a contar con más de 1.000 litros de capacidad sin restar espacio a los pasajeros. Lo más destacado, la última versión del sistema multimedia MBUX, en la clásica forma de dos pantallas gemelas de 12,3 pulgadas dispuestas en una única pieza horizontal colocada sobre el salpicadero. Conservó el touchpad en la consola central para controlarlo. Estrenó volante multifunción de tres brazos, con controles hápticos.', 'La gama mecánica inicial la formaron motores diésel de 1.7, 2.0 y 2.2 litros con 163, 190 y 239 CV respectivamente. Se anunció también durante la presentación una motorización de gasolina con tecnología EQ Boost de 48 voltios. Todos se acompañan de un cambio automático de 9 velocidades. En las más potentes es opcional el sistema de tracción total 4MATIC. Hay también dos versiones eléctricas, el EQV 250 y el EQV 300, con una batería de 90 kWh con la que puede alcanzar hasta 418 km de autonomía.', 'Ya destacaba en el segmento por su tecnología, pero experimentó un salto notable en asistentes a la conducción. Introdujo de serie sistemas como el control de crucero inteligente, detectores de ángulo muerto o el monitor de fatiga del conductor. En la misma línea, el Active Brake Assist amplió sus posibilidades y evita colisiones en intersecciones con vehículos que se aproximen por el lateral de cuya presencia no te hayas percatado.', 'Ofertas Mercedes Clase V', '']",,
Opel Zafira,,,,"['El Opel Zafira es el monovolumen grande que en 2024 actualizó al modelo que la marca había lanzado en 2019 con el apellido Life. Pueden distinguirse fácilmente viéndolos de frente, ya que el nuevo modelo estrenó el Opel Vizor, una franja oscura que recorre toda la anchura del vehículo y que iguala la apariencia con otros modelos de la firma. Este elemento une los faros matriciales IntelliLux Led adaptativo.', 'Puede elegirse en dos longitudes diferentes, de 4,98 ó 5,33 metros, con hasta nueve asientos, si bien esa zona trasera puede configurarse con cuatro asientos independientes y con un techo panorámico de cristal. Cuenta con puertas laterales correderas, que pueden contar con accionamiento. En el interior estrenó doble pantalla de 10 pulgadas, una para la instrumentación (opcional) y otra para el sistema de infoentretenimiento y navegación compatible con Apple Carplay y Android Auto. Con nueve plazas en uso anuncia 1.500 litros de capacidad, que alcanzan los 4.900 litros con dos o tres personas a bordo.', 'Además del Opel Zafira Electric, propulsado por un motor eléctrico de 100 kW (136 CV), la marca ofreció en esta puesta al día el motor 2.0 BlueHDI de 180 CV asociado al cambio automático de ocho relaciones que había estado descontinuado al final de la vida útil del anterior modelo.', 'La seguridad es parte vital en el equipamiento Anuncia hasta 18 sistemas de asistencia al conductor de última generación. Desde el control de crucero adaptativo con función stop & go, cámara de visión trasera de alta resolución de 180 grados o el sistema Intelli-Grip con control de descenso de pendientes, que mejora el agarre en nieve, barro o arena. En España su gama inicial se estructuró en dos acabados. El Base es bastante completo para una familia y el GS aporta más diferenciación estética y equipamiento de confort.', 'Ofertas Opel Zafira', None]",,
Peugeot Traveller,,,,"['El Peugeot Traveller es un gran monovolumen de hasta nueve plazas. Se actualizó en 2024. Como el modelo precedente, puede elegirse con dos longitudes, ambas con la misma altura de 1,90 metros, la Standard con 4,98 metros de longitud y la Long de 5,33 metros. Los cambios exteriores fueron someros, reduciéndose a un nuevo frontal , con un nuevo logotipo y remozados faros Full LED', 'Destaca por su gran espacio de carga. Con 9 pasajeros todavía existe un maletero de hasta 1.500 litros. Si se reduce el aforo a cinco asientos hay nada menos que 3.000 litros. El habitáculo mejoró, pues de serie cuenta con la instrumentación digital en una pantalla de 10 pulgadas y otra pantalla táctil en el centro del salpicadero del mismo tamaño para el sistema multimedia. Cambió el volante e incluye el control e-Toggle para el selector de marcha.', 'Además del E-Traveller eléctrico de\xa0100 kW (136 CV) y 260 Nm, la marca rescató la versión de combustión interna de la que el modelo precedente había prescindido al final de su vida comercial. Se trata de un bloque diésel de cuatro cilindros, el 2.0 BlueHDi con\xa0180 CV\xa0de potencia, asociado a una caja de cambios automática EAT8 de ocho velocidades.', 'Respecto al modelo saliente, el equipamiento de serie mejoró notablemente. Se incluye el sistema\xa0Advanced Grip Control\xa0con control de descenso de pendientes, para mejorar la tracción, asistente de voz OK Peugeot, conectividad inalámbrica con Android Auto y Apple CarPlay, base de recarga por inducción y mejoras en los asistentes a la conducción. La gama española inicial se estructura en base a dos niveles de terminación. La Business busca maximizar el número de personas a bordo y en la Business VIP, segunda y tercera fila están compuestas por cuatro asientos independientes enfrentados.', 'Ofertas Peugeot Traveller', '']",,
Toyota ProAce Verso,,,,"['El Toyota Proace Verso es una furgoneta de la marca destinada al transporte de pasajeros y familias. Lanzada originalmente en 2016, fruto de la colaboración de la marca con Stellantis, recibió una puesta al día en 2024 junto a la variante comercial.', 'Disponible en dos longitudes, Media y Larga, tiene un aspecto más refinado y sofisticado que el modelo anterior, sobre todo en el frontal donde tomó rasgos de turismos de la marca. En el interior renovó volante y tras él una instrumentación digital, así como un sistema de infoentretenimiento con una pantalla de 10 pulgadas que mejora la anterior. Hay una doble banqueta de tres plazas en la segunda fila de asientos y una tercera similar, si bien puede elegirse en el acabado superior con una configuración 2+2+3, con mesa auxiliar en la segunda fila, sistema de audio premium y tapicería de piel.', 'Además de la versión eléctrica de 136 CV, Toyota mantiene dos versiones de combustión, con motores\xa02.0D de 145 CV y 2.0D de 180 CV (esta última ligada a la transmisión automática de ocho velocidades, la sencilla al cambio manual de seis velocidades). Puede contar con el Toyota Traction Select que mejora el agarre en diferentes superficies.', 'El equipamiento sobresale, con una amplia variedad de configuraciones y elementos como los faros LED, techo panorámico yo el sistema Toyota Safety Sense que engloba diferentes ayudas a la conducción.', 'Ofertas Toyota Proace Verso', None]",,
Volkswagen California,,,,"['La Volkswagen California que comenzó a venderse en 2020 es la variante de la Volkswagen Transporter 6.1 pensada para viajar.. y hacer vida en ella. Tiene un precio superior al de la mayoría de sus alternativas, si bien los acabados interiores también están por encima de la media. Respecto al modelo que sustituyó ganó sobre todo tecnología, seguridad y soluciones prácticas.', 'Los cambios exteriores fueron comunes al resto de la gama, con una parrilla de mayores dimensiones,\xa0 ópticas LED y un nuevo paragolpes. Es posible contar con una carrocería bicolor y una oferta de llantas con las que personalizar la estética.', 'En el interior cambió el salpicadero, que puede contar con una instrumentación digital con pantalla de 10,25 pulgadas. También se ofrecen acabados de madera, equipo de infoentretenimiento de hasta 9,2 pulgadas, o el panel de control cenital con pantalla para controlar la iluminación interior o la apertura de la cama superior. Ganó también botones de pulsador para abrir los armarios de la cocina, la nevera o el fregadero, armarios (con puerta corredera los traseros), más puertos USB y comodidades para dormir\xa0 para recargar dispositivos electrónicos.', 'En el apartado mecánico, puede elegirse entre el 2.0 TDI de 150 CV y 204 CV, con opción de contar con la caja de cambios automática DSG de siete relaciones e incluso tracción total para los más aventureros (ver prueba). Estrenó dirección electromecánica, con lo que se ofertan sistemas de asistencia a la conducción como asistente de centrado en el carril, asistente de viento lateral o asistente automático de aparcamiento. La gama se estructuró en los acabados Beach y Ocean (este realmente completo).', 'Ofertas Volkswagen California', None]",,
Volkswagen Caravelle,,,,"['La Volkswagen Caravelle es la variante para llevar pasajeros de la Transporter, una opción más que aconsejable si se busca un monovolumen grande. Al igual que el modelo del que derivó, la Transporter 6.1, en 2020 recibió una actualización, pero en lo básico es un vehículo muy similar a la Caravelle 2015. Además de los detalles estéticos exteriores que cambiaron, similares a los estrenados en la Multivan 2020, hubo mejoras en el interior, con mejores materiales y acabados –que ya eran buenos–.', 'Está disponible en dos longitudes, la corta de 4,90 metros y la de batalla larga, con 5,30. Ambas ofrecen hasta 9 plazas, si bien el espacio de carga es mayor en la segunda, pues alcanza los 6,7metros cúbicos (por 5,8 del primero).', 'Para moverse se apuesta por el 2.0 TDI con 110 CV (antes 102) y el 2.0 TDI de 150 CV. El cambio es manual o automático de doble embrague y la tracción se envía a las ruedas delanteras, si bien el más potente pueden tener tracción total 4Motion.', 'En la puesta al día aumentó mucho la dotación de serie del acabado Origin. Ahora contamos con elevalunas eléctricos, cierre centralizado, mejores ópticas, espejos retrovisores exteriores eléctricos y calefactables, radio Composition Audio, dispositivo manos libres Bluetooth... En el acabado superior, que la marca denomina Premium, hay detalles poco habituales en vehículos comerciales, como el cuadro de instrumentos digital Volkswagen Digital Cockpit, la pantalla táctil de 8 pulgadas con navegador, conectividad con el móvil más completa o servicios digitales.', 'Ofertas Volkswagen Caravelle', None]",,
Volkswagen Multivan,,,,"['En 2022 llegó al mercado la séptima iteración del la Volkswagen Multivan (Multivan T7), basada en la plataforma MQB del Grupo que emplean muchos turismos. Su predecesora aún se basaba en la plataforma estrenada en 2003 para vehículos comerciales. La popular furgoneta rutera es más ligera y rígida, y llegó al mercado con trenes motrices tradicionales y una versión híbrida enchufable (PHEV), e incluso dos longitudes de carrocería (4.973 mm o 5.173 mm).', 'A bordo, la tecnología puede llegar a dominar la cabina, con dos generosas pantallas presidiendo el salpicadero: una de 10 pulgadas en el cuadro de instrumentos y otra de 10,25 para el sistema multimedia. Con esta última se maneja también el sistema de climatización, ya que no hay diales físicos. Por lo demás, la Multivan T7 ofrece la misma versatilidad de siempre, con espacio para alojar hasta siete pasajeros y multitud de huecos portaobjetos. Asimismo, la capacidad de carga oscila entre los 380 y 4.005 litros.', 'Nueva generación y nuevas mecánicas. Mantuvo el 2.0 TDI de 150 CV para para quienes prefieran el diése y también se ofrecen bien un 1.5 TSI de 136 CV, o un 2.0 TSI de 204 CV. Todos los motores se asocian a una caja de cambios automática de doble embrague (DSG) de siete relaciones que entrega la energía al eje delantero. La vertiente híbrida enchufable (eHybrid) combina un propulsor de gasolina 1.4 TSI de 150 CV con uno eléctrico de 85 KW para erogar un total de 218 CV.', 'A nivel de equipamiento, la Volkswagen Multivan T7 puede equipar Head-Up Display, un cuadro de instrumentos digital (analógico en las versiones de acceso), doble techo panorámico, asientos calefactables con regulación eléctrica o un equipo de sonido Harman Kardon de y 14 altavoces y 840 W. También disfruta de servicios conectados y el sistema Car2X, que perite a la Multivan comunicarse con otros coches equipados este protocolo. Y en cuanto a ayudas a la conducción, Volkswagen cita hasta 34 disponibles.', 'Ofertas Volkswagen Multivan', None]",,
Citroen ë-berlingo,,,,,,"['La furgoneta compacta Citroen ë berlingo se ha actualizado recientemente para afrontar la segunda parte de su ciclo comercial. A nivel mecánico incluye una batería de iones de litio de 50 kWh que alimenta un motor de 100 kW (136 CV) y 260 Nm de par máximo. Está disponible con los acabados Live Pack, Feel y Shine y de serie incluye múltiples airbags (frontales, laterales y de cortina), espejos retrovisores exteriores ajustables eléctricamente y calefactables, encendido automático de luces y sensor de lluvia, bandeja portaobjetos bajo el techo de la cabina, asiento del conductor ajustable en altura, elevalunas eléctricos delanteros, sistema de info-entretenimiento Citroën Connect Radio con pantalla táctil de 5 pulgadas, tapicería de tela Curitibia, ayuda a la salida en pendiente, aire acondicionado y Pack Safety.']"
Ford Tourneo Connect,,,,,,"['El Ford Tourneo Connect ha recibido un lavado de imagen que llega con nuevo equipamiento y mecánicas actualizadas. A nivel mecánico el Ford Tourneo Connect 2022 está disponible con un motor de gasolina de 1.5 litros EcoBoost con 114 caballos de potencia y un diésel (con AdBlue) de 2.0 litros EcoBlue con 102 y 122 CV. De serie incluye compatibilidad con Apple CarPlay y Android Auto, espejos retrovisores exteriores regulables eléctricamente, calefactables y plegables, barras de techo plateadas, asistente de mantenimiento de carril, sistema de control de crucero con limitador de velocidad ajustable, aire acondicionado, asientos tapizados en cuero negro con costuras decorativas en azul y volante multifunción.']"
Opel Combo e-life,,,,,,"['Disponible en dos tallas: Talla L y Talla XL, el Opel Combo e-life incluye una batería de iones de litio de 50 kWh que alimenta un motor eléctrico desarrolla una potencia de 100 kW (136 CV) y 260 Nm de par máximo. Está disponible con los acabados Edition, Edition Plus y Elegance Plus. De serie cuenta con compatibilidad con Apple CarPlay y Android Auto, llantas de acero de 16 pulgadas, tapicería de tela mistral Gris/Negro, múltiples airbags (frontales, laterales y de cortina), reconocimiento de señales de tráfico, regulador y limitador, de velocidad, asientos delanteros regulables en altura, encendido automático de luces, sensor de presión de los neumáticos y sensor trasero de aparcamiento.']"
Mercedes Clase T,,,,,,"['El Mercedes Clase T es un monovolumen compacto con base en una furgoneta ligera que tiene unas dimensiones de 4,49 metros de longitud por 1,85 metros de ancho y 1,81 metros de alto. A nivel mecánico el Mercedes Clase T cuenta con motores de gasolina y diésel. En el primer grupo encontramos un motor de 1.3 litros que entrega 102 y 131 caballos de potencia. En el segundo grupo nos encontramos un motor de 1.5 litros de 95 CV y 116 CV. De serie incluye acolchado del respaldo del asiento en tela Norwich con estructura de efecto panal gris, elemento de adorno en el tablero de instrumentos en negro brillante y reposabrazos en símil de cuero ARTICO negro.']"
Nissan Townstar,,,,,,"['El Nissan Townstar es una furgoneta ligera que incluye un motor de gasolina 1.3 tetracilíndrico con 130 caballos de potencia y un par máximo de 240 Nm. Cuenta también con una alternativa eléctrica con motor de 122 CV y par máximo de 245 Nm, con una batería de 44 kWh de capacidad que le dota de una autonomía de 285 kilómetros según el ciclo WLTP. Está disponible con los acabados Profesional, Comfort y Premium y de serie incluye airbags (frontales, laterales y de cortina), encendido automático de luces y sensor de lluvia, asistente de arranque en pendiente, asistente contra viento lateral, asistente de remolque y llantas de acero de 15 pulgadas, entre otros elementos.']"
Peugeot e-rifter,,,,,,"['Disponible con los acabados Active Pack, Allure y GT, el Peugeot e-rifter cuenta de serie con llantas de 16 pulgadas con embellecedores, faros halógenos, encendido automático de luces, alerta de cambio involuntario de carril, asistente de arranque en pendiente, asiento del conductor ajustable en altura, aire acondicionado y elevalunas eléctricos delanteros, entre otros elementos. A nivel mecánico el Peugeot e-Rifter incluye un motor de 100 kW (136 CV) y 260 Nm de par máximo que es alimentado por una batería de iones de litio de 50 kWh.']"
Renault Kangoo Combi E-Tech,,,,,,"['El Renault Kangoo Combi E-Tech es una furgoneta eléctrica con un motor de 90 kW (122 CV) y 245 Nm de par máximo. Por su parte, la batería de iones de litio de 45 kWh que le permite contar con una autonomía de 285 kilómetros según el ciclo WLTP. De serie cuenta con regulador y limitador de velocidad, llantas de 16 pulgadas, tapicería de tejido inti, asistente de mantenimiento de carril, sistema de llamada de emergencia e-Call y múltiples airbags (frontales, laterales y de cortina), entre otros elementos.']"
